sourceaddress,destinationaddress,destinationport,geocity,countrycode
"104.206.128.62","162.92.128.253","7443","Las Vegas","US"
"89.248.169.12","162.92.181.11","5900","UNKNOWN","NL"
"162.92.191.84","13.93.161.37","443","UNKNOWN","US"
"162.92.191.86","104.117.244.49","443","UNKNOWN","US"
"104.206.128.22","162.92.181.67","5800","Las Vegas","US"
"172.19.5.213","162.92.181.57","8443","unknown","unknown"
"46.148.20.13","162.92.128.111","10055","Kyiv","UA"
"140.82.115.145","162.92.181.36","443","UNKNOWN","US"
"172.20.16.230","20.50.80.210","443","unknown","unknown"
"89.248.169.12","162.92.181.32","5900","UNKNOWN","NL"
"162.92.191.87","209.197.3.8","80","UNKNOWN","US"
"172.19.4.101","52.119.40.100","53","unknown","unknown"
"45.137.21.134","10.245.8.240","80","UNKNOWN","NL"
"172.20.17.107","17.253.14.123","123","unknown","unknown"
"141.154.72.228","162.92.181.77","443","Andover","US"
"165.225.63.39","162.92.181.77","443","UNKNOWN","US"
"162.92.191.81","52.168.112.66","443","UNKNOWN","US"
"92.63.197.83","162.92.128.104","3390","UNKNOWN","RU"
"172.19.4.195","52.96.66.226","443","unknown","unknown"
"67.128.15.242","162.92.181.77","443","Casa Grande","US"
"99.112.240.83","162.92.181.77","443","Vale","US"
"144.243.152.14","162.92.69.51","9093","UNKNOWN","US"
"178.79.189.110","162.92.128.138","138","London","GB"
"182.70.62.45","162.92.177.7","443","Pune","IN"
"47.216.7.251","162.92.181.77","443","Lake Havasu City","US"
"162.92.191.82","146.112.43.172","443","UNKNOWN","US"
"50.201.167.248","162.92.181.77","443","Oak Brook","US"
"172.19.4.220","17.253.5.208","80","unknown","unknown"
"71.83.217.38","162.92.181.77","80","Glendale","US"
"92.118.161.41","162.92.128.177","44818","UNKNOWN","LT"
"73.27.97.137","162.92.181.77","443","Venice","US"
"104.206.128.42","162.92.128.148","5901","Las Vegas","US"
"80.82.77.139","162.92.191.88","626","UNKNOWN","NL"
"89.248.165.52","162.92.181.72","4153","UNKNOWN","NL"
"204.110.62.206","162.92.181.77","443","Providenciales","TC"
"202.41.2.13","162.92.181.77","443","UNKNOWN","IN"
"73.255.180.81","162.92.181.77","443","Englewood","US"
"162.92.191.71","185.216.231.84","123","UNKNOWN","US"
"50.27.157.90","162.92.181.77","443","Abilene","US"
"172.19.4.223","142.250.191.35","443","unknown","unknown"
"89.248.165.52","162.92.128.91","8086","UNKNOWN","NL"
"80.82.77.139","162.92.181.61","6443","UNKNOWN","NL"
"108.58.81.22","162.92.181.77","443","Locust Valley","US"
"162.92.191.84","34.200.58.90","443","UNKNOWN","US"
"93.174.95.106","162.92.128.26","1434","UNKNOWN","NL"
"92.118.161.45","162.92.128.121","50996","UNKNOWN","LT"
"162.92.191.87","23.37.232.65","443","UNKNOWN","US"
"162.92.191.82","151.101.55.10","443","UNKNOWN","US"
"162.92.191.70","38.229.53.9","123","UNKNOWN","US"
"172.20.8.239","40.119.6.228","123","unknown","unknown"
"92.63.197.83","162.92.128.217","3393","UNKNOWN","RU"
"162.92.191.81","23.222.5.15","80","UNKNOWN","US"
"64.147.94.220","162.92.181.77","443","UNKNOWN","BM"
"172.19.5.242","104.69.242.251","443","unknown","unknown"
"172.19.5.216","17.248.174.11","443","unknown","unknown"
"179.184.64.129","162.92.128.112","137","Campo Mourao","BR"
"89.248.165.52","162.92.128.220","7302","UNKNOWN","NL"
"13.106.57.181","162.92.177.12","443","UNKNOWN","US"
"162.92.191.80","34.208.91.134","443","UNKNOWN","US"
"209.201.15.190","10.234.20.26","80","UNKNOWN","US"
"216.24.45.21","162.92.181.77","443","UNKNOWN","US"
"165.225.113.38","162.92.181.11","443","UNKNOWN","US"
"172.19.4.99","52.13.142.199","443","unknown","unknown"
"72.246.52.152","13.86.140.20","4431","UNKNOWN","US"
"89.248.168.112","162.92.191.70","9080","UNKNOWN","NL"
"104.140.188.30","162.92.191.71","27017","Las Vegas","US"
"162.92.191.86","23.206.121.28","80","UNKNOWN","US"
"174.111.19.85","162.92.181.11","443","Winston-Salem","US"
"172.19.5.44","52.182.143.208","443","unknown","unknown"
"216.24.45.43","162.92.181.77","443","UNKNOWN","US"
"184.101.26.24","162.92.181.36","443","Glendale","US"
"172.113.199.198","162.92.181.77","443","Los Angeles","US"
"174.203.3.198","162.92.181.77","80","New York","US"
"169.46.101.108","162.92.181.3","8774","Irving","US"
"172.19.5.220","35.82.142.148","443","unknown","unknown"
"222.186.19.235","162.92.191.66","81","UNKNOWN","CN"
"92.63.197.83","162.92.181.63","3392","UNKNOWN","RU"
"184.89.203.191","162.92.181.77","443","Clermont","US"
"23.210.209.63","10.245.9.165","80","UNKNOWN","US"
"162.92.191.88","13.78.111.199","443","UNKNOWN","US"
"162.92.191.81","20.189.173.3","443","UNKNOWN","US"
"23.41.15.145","162.92.181.77","443","UNKNOWN","US"
"172.19.5.18","23.50.233.45","443","unknown","unknown"
"117.158.62.74","162.92.128.101","29546","UNKNOWN","CN"
"172.19.5.152","17.253.5.208","80","unknown","unknown"
"162.92.191.84","151.101.42.137","443","UNKNOWN","US"
"89.248.165.52","162.92.128.51","7302","UNKNOWN","NL"
"92.118.161.45","162.92.128.139","990","UNKNOWN","LT"
"222.186.19.235","162.92.181.31","81","UNKNOWN","CN"
"104.140.188.10","162.92.128.65","8999","Las Vegas","US"
"24.191.5.221","162.92.181.77","80","The Bronx","US"
"161.35.236.158","187.141.182.196","53","New York","US"
"89.248.165.52","162.92.181.12","57114","UNKNOWN","NL"
"89.248.165.52","162.92.191.82","8086","UNKNOWN","NL"
"66.36.234.42","162.92.181.139","5060","Kansas City","US"
"23.210.209.49","10.244.8.69","443","UNKNOWN","US"
"162.92.191.71","178.249.167.0","123","UNKNOWN","US"
"89.248.165.52","162.92.128.220","8086","UNKNOWN","NL"
"89.248.163.150","162.92.128.232","139","UNKNOWN","NL"
"92.63.197.83","162.92.181.80","3396","UNKNOWN","RU"
"162.92.191.82","20.189.173.6","443","UNKNOWN","US"
"172.20.12.58","38.229.52.9","123","unknown","unknown"
"162.92.191.85","68.67.179.123","443","UNKNOWN","US"
"172.19.5.220","44.236.21.223","443","unknown","unknown"
"172.19.4.74","17.188.136.190","443","unknown","unknown"
"89.248.169.12","162.92.128.21","5900","UNKNOWN","NL"
"172.19.5.56","17.248.188.134","443","unknown","unknown"
"169.61.185.74","162.92.181.3","8792","UNKNOWN","US"
"96.37.195.137","162.92.181.77","443","Simpsonville","US"
"172.19.5.53","162.92.181.57","8443","unknown","unknown"
"172.19.4.99","142.250.72.138","443","unknown","unknown"
"104.102.248.188","10.194.8.128","443","Newport Coast","US"
"23.223.149.174","162.92.181.49","443","UNKNOWN","US"
"92.63.197.83","162.92.128.209","3415","UNKNOWN","RU"
"72.246.52.156","10.234.148.33","443","UNKNOWN","US"
"92.118.160.37","162.92.128.68","3000","UNKNOWN","LT"
"69.74.35.74","162.92.181.77","443","The Bronx","US"
"66.36.234.42","162.92.181.172","5060","Kansas City","US"
"172.19.4.25","3.215.231.251","443","unknown","unknown"
"209.45.58.20","162.92.181.77","443","UNKNOWN","PE"
"68.80.52.46","10.97.124.224","80","King of Prussia","US"
"89.248.165.52","162.92.191.79","8086","UNKNOWN","NL"
"172.19.4.202","54.200.249.58","443","unknown","unknown"
"222.186.19.235","162.92.128.184","81","UNKNOWN","CN"
"104.140.188.38","162.92.128.64","18080","Las Vegas","US"
"172.20.17.165","185.46.212.88","9400","unknown","unknown"
"172.19.4.229","17.248.174.18","443","unknown","unknown"
"185.142.236.36","162.92.128.130","2332","UNKNOWN","NL"
"50.86.54.165","162.92.181.77","443","Collins","US"
"162.92.191.82","72.21.81.240","80","UNKNOWN","US"
"68.80.52.46","10.234.148.60","80","King of Prussia","US"
"172.20.16.230","172.217.13.238","443","unknown","unknown"
"72.247.124.173","10.244.8.208","443","UNKNOWN","US"
"92.63.197.83","162.92.128.160","3400","UNKNOWN","RU"
"89.248.168.112","162.92.128.117","9080","UNKNOWN","NL"
"150.158.86.154","162.92.181.77","443","UNKNOWN","CN"
"162.92.191.87","23.66.122.75","443","UNKNOWN","US"
"172.20.11.33","185.46.212.88","9400","unknown","unknown"
"89.248.165.52","162.92.128.84","8086","UNKNOWN","NL"
"162.92.191.85","20.42.73.26","443","UNKNOWN","US"
"69.110.51.253","162.92.181.77","443","Oklahoma City","US"
"117.158.62.74","162.92.128.206","25280","UNKNOWN","CN"
"4.34.140.138","162.92.181.77","80","Atlanta","US"
"66.36.234.42","162.92.181.246","5060","Kansas City","US"
"168.245.155.48","162.92.181.77","80","Belleville","US"
"92.63.197.83","162.92.128.91","3410","UNKNOWN","RU"
"104.129.198.134","162.92.181.77","443","Whittier","US"
"68.80.52.46","10.245.8.112","80","King of Prussia","US"
"172.19.5.66","104.68.104.110","443","unknown","unknown"
"182.35.249.211","187.141.182.192","123","UNKNOWN","CN"
"170.173.0.16","162.92.181.77","443","UNKNOWN","US"
"184.50.27.188","10.244.9.123","443","Los Angeles","US"
"185.94.111.1","162.92.128.188","179","UNKNOWN","RU"
"50.5.162.44","162.92.181.77","80","Batavia","US"
"72.238.208.4","162.92.181.77","80","Apopka","US"
"109.237.103.38","162.92.128.44","443","Bratsk","RU"
"89.248.165.52","162.92.128.72","8086","UNKNOWN","NL"
"162.92.191.81","13.89.178.27","443","UNKNOWN","US"
"128.199.228.158","10.244.9.60","443","UNKNOWN","SG"
"50.224.157.78","162.92.181.77","443","Los Lunas","US"
"185.173.35.45","162.92.128.83","21","UNKNOWN","DE"
"34.216.201.131","10.244.8.217","443","Boardman","US"
"165.225.116.84","162.92.181.11","443","Central","HK"
"104.114.79.29","162.92.181.49","443","UNKNOWN","US"
"162.92.191.85","142.250.189.225","443","UNKNOWN","US"
"23.198.5.188","10.244.9.27","443","UNKNOWN","US"
"185.173.35.57","162.92.181.22","2085","UNKNOWN","DE"
"92.118.160.13","162.92.128.97","9997","UNKNOWN","LT"
"172.19.4.107","20.42.73.26","443","unknown","unknown"
"162.92.191.85","142.250.191.34","443","UNKNOWN","US"
"172.20.16.246","23.50.121.54","443","unknown","unknown"
"101.132.135.164","162.92.181.77","443","Hangzhou","CN"
"76.114.120.59","162.92.181.77","443","Hendersonville","US"
"75.178.14.38","162.92.181.77","443","Fayetteville","US"
"174.205.47.117","162.92.181.77","443","UNKNOWN","US"
"104.140.188.42","162.92.191.75","5909","Las Vegas","US"
"54.227.245.241","10.244.8.217","443","Ashburn","US"
"172.19.4.74","17.253.5.208","80","unknown","unknown"
"23.198.5.193","10.244.9.27","443","UNKNOWN","US"
"162.92.191.83","51.105.71.137","443","UNKNOWN","US"
"172.19.4.205","17.248.174.14","443","unknown","unknown"
"92.118.160.37","162.92.181.76","1024","UNKNOWN","LT"
"162.92.191.71","69.89.207.199","123","UNKNOWN","US"
"169.61.155.178","162.92.181.3","8745","UNKNOWN","US"
"98.69.138.99","162.92.181.77","80","Apex","US"
"172.19.5.234","17.248.188.143","443","unknown","unknown"
"162.92.191.86","52.168.117.169","443","UNKNOWN","US"
"92.63.197.83","162.92.128.250","3403","UNKNOWN","RU"
"12.246.232.66","162.92.181.77","443","Cleveland","US"
"104.140.188.6","162.92.191.93","82","Las Vegas","US"
"99.109.244.143","162.92.177.7","443","Dallas","US"
"162.92.191.81","99.86.66.107","80","UNKNOWN","US"
"92.63.197.83","162.92.128.116","3393","UNKNOWN","RU"
"66.36.234.42","162.92.181.54","5060","Kansas City","US"
"192.53.112.138","162.92.128.3","138","UNKNOWN","US"
"222.186.19.235","162.92.128.128","81","UNKNOWN","CN"
"207.126.104.119","10.234.20.17","443","UNKNOWN","US"
"99.140.97.239","162.92.181.77","443","Chicago","US"
"64.28.58.228","162.92.181.77","443","Orange Beach","US"
"89.248.163.150","162.92.128.249","139","UNKNOWN","NL"
"172.19.5.220","52.149.207.20","443","unknown","unknown"
"104.206.128.74","162.92.128.251","8088","Las Vegas","US"
"68.80.52.46","10.245.9.53","80","King of Prussia","US"
"47.12.8.144","162.92.181.77","443","Montevideo","US"
"172.19.5.214","54.148.74.106","443","unknown","unknown"
"162.92.191.86","142.250.81.202","443","UNKNOWN","US"
"89.248.168.112","162.92.128.248","9080","UNKNOWN","NL"
"162.92.191.85","146.112.55.47","443","UNKNOWN","US"
"155.190.3.5","162.92.181.77","80","UNKNOWN","RO"
"172.19.5.33","142.250.217.142","443","unknown","unknown"
"178.79.146.23","162.92.191.69","138","London","GB"
"89.248.165.52","162.92.128.81","7302","UNKNOWN","NL"
"69.203.139.255","162.92.181.77","443","New York","US"
"172.19.4.231","17.248.188.176","443","unknown","unknown"
"162.92.191.80","52.178.17.3","443","UNKNOWN","US"
"162.92.191.86","20.50.201.200","443","UNKNOWN","US"
"104.206.128.74","162.92.128.202","8088","Las Vegas","US"
"172.19.4.124","17.253.17.212","80","unknown","unknown"
"222.186.19.235","162.92.128.34","81","UNKNOWN","CN"
"92.118.161.5","162.92.128.61","9092","UNKNOWN","LT"
"89.248.168.112","162.92.128.237","9080","UNKNOWN","NL"
"172.19.5.200","96.16.55.75","443","unknown","unknown"
"165.225.113.201","162.92.181.11","443","UNKNOWN","US"
"34.77.162.1","162.92.128.29","137","UNKNOWN","US"
"172.20.13.111","104.46.162.226","443","unknown","unknown"
"66.36.234.42","162.92.181.156","5060","Kansas City","US"
"222.186.19.235","162.92.181.55","81","UNKNOWN","CN"
"162.92.191.87","52.182.143.210","443","UNKNOWN","US"
"47.34.52.177","162.92.181.77","443","Madison","US"
"104.244.78.87","10.244.8.241","80","Roost","LU"
"172.19.4.239","3.215.231.251","443","unknown","unknown"
"172.19.5.183","17.248.188.72","443","unknown","unknown"
"185.173.35.21","162.92.128.230","50996","UNKNOWN","DE"
"185.100.84.240","162.92.181.11","443","Bucharest","RO"
"66.36.234.42","162.92.181.86","5060","Kansas City","US"
"65.132.44.83","162.92.181.77","443","North Las Vegas","US"
"92.63.197.83","162.92.128.132","3391","UNKNOWN","RU"
"92.118.161.45","162.92.128.112","50580","UNKNOWN","LT"
"89.248.168.112","162.92.128.227","9080","UNKNOWN","NL"
"92.63.197.83","162.92.181.31","3392","UNKNOWN","RU"
"24.22.255.39","162.92.181.77","80","Mount Vernon","US"
"198.89.64.253","162.92.181.77","443","Dorchester","US"
"162.92.191.87","20.189.173.10","443","UNKNOWN","US"
"68.80.52.46","10.245.8.76","80","King of Prussia","US"
"71.215.240.215","162.92.181.77","443","Cape Coral","US"
"172.19.4.106","162.92.181.57","8443","unknown","unknown"
"68.80.52.46","10.97.124.153","80","King of Prussia","US"
"92.118.160.5","162.92.128.58","4567","UNKNOWN","LT"
"87.250.224.62","10.245.9.118","443","UNKNOWN","RU"
"92.63.197.83","162.92.128.143","3391","UNKNOWN","RU"
"149.97.217.45","162.92.181.77","443","UNKNOWN","US"
"174.215.64.163","162.92.181.77","443","UNKNOWN","US"
"175.176.23.15","162.92.181.77","443","Pasig","PH"
"185.173.35.37","162.92.191.79","8899","UNKNOWN","DE"
"172.19.5.56","17.248.174.4","443","unknown","unknown"
"13.233.243.185","162.92.181.77","443","Mumbai","IN"
"92.63.197.83","162.92.128.39","3390","UNKNOWN","RU"
"24.14.156.174","162.92.181.77","443","Elgin","US"
"199.67.138.44","162.92.181.77","443","UNKNOWN","US"
"72.229.18.15","162.92.181.77","443","New York","US"
"162.92.191.88","216.58.194.194","443","UNKNOWN","US"
"46.148.20.13","162.92.181.38","10055","Kyiv","UA"
"92.118.161.25","162.92.177.16","138","UNKNOWN","LT"
"45.137.21.134","10.234.148.33","80","UNKNOWN","NL"
"162.92.191.88","146.112.247.218","443","UNKNOWN","US"
"92.63.197.83","162.92.181.10","3392","UNKNOWN","RU"
"172.20.16.85","17.248.188.82","443","unknown","unknown"
"34.77.162.4","162.92.128.65","137","UNKNOWN","US"
"162.92.191.83","20.42.65.89","443","UNKNOWN","US"
"80.82.77.139","162.92.128.96","18081","UNKNOWN","NL"
"92.63.197.83","162.92.128.190","3392","UNKNOWN","RU"
"172.19.5.126","142.250.72.227","80","unknown","unknown"
"68.80.52.46","10.244.9.158","80","King of Prussia","US"
"172.19.5.214","52.13.142.199","443","unknown","unknown"
"12.148.189.155","162.92.181.77","80","Towson","US"
"185.173.35.37","162.92.191.71","2096","UNKNOWN","DE"
"89.248.163.150","162.92.128.241","139","UNKNOWN","NL"
"98.223.235.91","162.92.181.77","443","South Bend","US"
"120.52.152.20","10.244.9.111","80","Beijing","CN"
"172.20.10.109","17.253.14.125","123","unknown","unknown"
"172.19.5.220","142.250.72.134","443","unknown","unknown"
"89.248.169.12","162.92.181.30","5900","UNKNOWN","NL"
"143.231.249.136","162.92.181.77","443","Washington","US"
"173.219.25.1","162.92.181.77","443","Dallas","US"
"92.63.197.83","162.92.128.27","3390","UNKNOWN","RU"
"92.63.197.83","162.92.191.33","3398","UNKNOWN","RU"
"73.45.6.64","162.92.181.77","443","Gurnee","US"
"192.241.213.239","162.92.181.68","443","San Francisco","US"
"46.148.20.13","162.92.128.6","10055","Kyiv","UA"
"74.109.11.101","162.92.181.77","443","Phoenixville","US"
"24.251.87.246","162.92.181.77","443","Phoenix","US"
"172.20.13.111","13.89.178.27","443","unknown","unknown"
"162.92.191.80","20.44.10.123","443","UNKNOWN","US"
"172.20.16.230","40.97.188.242","443","unknown","unknown"
"76.229.202.168","162.92.181.77","80","Chicago","US"
"52.114.128.147","162.92.181.36","443","Des Moines","US"
"98.122.67.36","162.92.181.77","80","Irmo","US"
"209.201.15.190","10.244.9.197","80","UNKNOWN","US"
"98.115.130.160","162.92.181.77","443","Doylestown","US"
"172.20.17.208","185.46.212.88","9400","unknown","unknown"
"68.80.52.46","10.97.124.162","80","King of Prussia","US"
"46.148.20.13","162.92.128.70","10055","Kyiv","UA"
"162.92.191.81","8.252.73.254","80","UNKNOWN","US"
"172.19.4.37","157.240.11.9","443","unknown","unknown"
"162.92.191.71","45.87.78.35","123","UNKNOWN","US"
"172.20.10.109","17.253.14.253","123","unknown","unknown"
"104.140.188.38","162.92.128.231","22","Las Vegas","US"
"172.19.4.37","142.250.189.226","443","unknown","unknown"
"172.19.5.203","54.161.208.214","443","unknown","unknown"
"89.248.168.112","162.92.128.206","9080","UNKNOWN","NL"
"35.242.149.15","162.92.128.185","139","Mountain View","US"
"172.19.4.184","17.248.188.167","443","unknown","unknown"
"172.19.4.14","44.239.245.204","443","unknown","unknown"
"162.92.191.81","52.217.9.44","443","UNKNOWN","US"
"169.61.185.187","162.92.181.3","8794","UNKNOWN","US"
"94.236.213.236","10.245.9.13","80","Sofia","BG"
"172.19.4.239","52.24.175.175","443","unknown","unknown"
"174.240.22.154","162.92.181.77","443","Houston","US"
"23.198.5.160","10.244.8.217","443","UNKNOWN","US"
"92.63.197.83","162.92.128.98","3410","UNKNOWN","RU"
"68.33.177.29","162.92.181.77","80","Fort George G Meade","US"
"69.12.50.49","162.92.181.77","443","San Diego","US"
"172.20.17.219","185.46.212.88","9400","unknown","unknown"
"185.173.35.37","162.92.128.151","1024","UNKNOWN","DE"
"174.250.246.107","162.92.181.77","443","UNKNOWN","US"
"172.20.10.109","17.253.26.125","123","unknown","unknown"
"199.253.184.250","162.92.181.77","443","UNKNOWN","US"
"162.92.191.86","184.27.38.107","443","UNKNOWN","US"
"71.89.212.12","162.92.181.77","443","Creswell","US"
"166.137.118.49","162.92.181.77","80","Dallas","US"
"172.20.8.154","17.253.16.253","123","unknown","unknown"
"174.68.176.141","162.92.181.77","80","Henderson","US"
"68.185.198.196","162.92.181.11","443","Fort Worth","US"
"98.249.234.199","162.92.181.77","443","Fort Lauderdale","US"
"89.248.169.12","162.92.128.79","5900","UNKNOWN","NL"
"72.231.150.18","162.92.181.77","443","Geneva","US"
"162.92.191.85","52.182.143.208","443","UNKNOWN","US"
"162.92.191.87","23.206.121.28","80","UNKNOWN","US"
"162.92.191.87","157.240.18.15","443","UNKNOWN","US"
"172.19.5.5","3.215.231.251","443","unknown","unknown"
"172.19.5.44","20.189.173.15","443","unknown","unknown"
"45.79.168.18","162.92.128.98","138","Newark","US"
"24.163.18.223","162.92.181.11","443","Clemmons","US"
"172.19.5.170","162.92.181.57","8443","unknown","unknown"
"172.19.5.46","17.253.17.212","80","unknown","unknown"
"162.92.191.86","20.189.173.10","443","UNKNOWN","US"
"172.19.5.29","17.248.193.63","443","unknown","unknown"
"185.94.111.1","162.92.181.42","179","UNKNOWN","RU"
"172.20.15.29","13.89.178.27","443","unknown","unknown"
"92.63.197.83","162.92.181.12","3400","UNKNOWN","RU"
