sourceaddress,destinationaddress,destinationport,geocity,countrycode
"162.92.191.70","104.194.8.227","123","UNKNOWN","US"
"65.103.213.19","162.92.181.11","443","Tucson","US"
"89.248.169.12","162.92.128.20","5900","UNKNOWN","NL"
"24.180.177.108","162.92.181.77","443","Birch Run","US"
"162.92.191.81","104.70.7.128","443","UNKNOWN","US"
"162.92.191.80","13.69.109.130","443","UNKNOWN","US"
"165.225.230.113","162.92.181.11","443","UNKNOWN","US"
"107.127.42.133","162.92.181.77","443","UNKNOWN","US"
"162.92.191.87","23.77.255.144","443","UNKNOWN","US"
"172.20.9.126","17.253.16.253","123","unknown","unknown"
"92.118.160.9","162.92.128.238","44818","UNKNOWN","LT"
"172.20.10.193","17.253.16.125","123","unknown","unknown"
"172.19.5.170","17.248.188.112","443","unknown","unknown"
"89.248.163.150","162.92.128.106","139","UNKNOWN","NL"
"172.58.99.173","162.92.181.77","443","Houston","US"
"92.118.160.9","162.92.128.14","51007","UNKNOWN","LT"
"89.248.169.12","162.92.128.62","5900","UNKNOWN","NL"
"107.127.28.88","162.92.181.77","443","UNKNOWN","US"
"47.36.13.202","162.92.181.77","80","Newnan","US"
"45.137.21.134","10.97.124.148","80","UNKNOWN","NL"
"162.92.191.70","69.164.202.100","123","UNKNOWN","US"
"92.63.197.83","162.92.128.92","3400","UNKNOWN","RU"
"172.19.5.183","142.250.68.46","443","unknown","unknown"
"172.19.5.54","17.253.17.212","80","unknown","unknown"
"92.118.161.25","162.92.128.190","2082","UNKNOWN","LT"
"89.248.165.52","162.92.191.95","4153","UNKNOWN","NL"
"47.100.100.59","162.92.181.77","443","Hangzhou","CN"
"172.19.5.159","104.243.212.111","443","unknown","unknown"
"34.99.93.117","162.92.181.77","80","Des Moines","US"
"61.219.11.151","162.92.128.155","53","Taipei","TW"
"182.35.249.211","187.141.182.196","123","UNKNOWN","CN"
"45.36.201.120","162.92.181.11","443","East Bend","US"
"195.133.18.24","162.92.128.160","22","UNKNOWN","RU"
"76.187.78.181","162.92.181.77","443","Frisco","US"
"89.248.165.52","162.92.128.170","7302","UNKNOWN","NL"
"92.63.197.83","162.92.181.16","3394","UNKNOWN","RU"
"92.118.161.49","162.92.128.66","8443","UNKNOWN","LT"
"104.136.214.226","10.245.8.125","80","Homosassa","US"
"107.116.7.121","162.92.181.77","443","UNKNOWN","US"
"89.248.169.12","162.92.128.40","5900","UNKNOWN","NL"
"89.248.168.112","162.92.128.109","9080","UNKNOWN","NL"
"66.36.234.42","162.92.191.146","5060","Kansas City","US"
"162.92.191.81","157.240.18.15","443","UNKNOWN","US"
"162.92.191.86","67.26.233.254","80","UNKNOWN","US"
"172.20.10.193","17.248.191.69","443","unknown","unknown"
"172.19.5.0","162.92.181.57","8443","unknown","unknown"
"162.92.191.83","23.66.122.18","443","UNKNOWN","US"
"195.133.18.24","162.92.128.172","22","UNKNOWN","RU"
"163.116.133.121","162.92.181.77","443","Chicago","US"
"24.1.216.76","162.92.181.77","80","Lansing","US"
"199.181.23.14","162.92.181.77","443","Denton","US"
"147.206.2.29","162.92.181.77","443","New Orleans","US"
"168.245.155.47","162.92.181.77","443","Belleville","US"
"172.19.4.32","17.248.188.136","443","unknown","unknown"
"34.86.35.16","162.92.128.108","137","UNKNOWN","US"
"162.92.191.84","20.50.80.209","443","UNKNOWN","US"
"162.92.191.80","52.22.88.8","443","UNKNOWN","US"
"173.255.215.186","162.92.181.40","138","Fremont","US"
"140.174.28.114","162.92.181.77","443","UNKNOWN","US"
"137.118.252.227","162.92.181.77","443","Forney","US"
"172.19.5.220","8.252.41.250","443","unknown","unknown"
"172.19.5.163","17.248.191.171","443","unknown","unknown"
"104.136.214.226","10.245.9.118","80","Homosassa","US"
"89.248.163.150","162.92.128.112","139","UNKNOWN","NL"
"136.26.81.66","162.92.181.77","443","San Diego","US"
"104.206.128.74","162.92.191.67","5902","Las Vegas","US"
"89.248.169.12","162.92.128.75","5900","UNKNOWN","NL"
"185.173.35.37","162.92.128.85","2443","UNKNOWN","DE"
"92.63.197.83","162.92.128.130","3391","UNKNOWN","RU"
"89.248.165.52","162.92.191.65","8086","UNKNOWN","NL"
"66.198.26.70","10.234.21.27","443","Cambridge","US"
"104.114.79.77","162.92.180.71","443","UNKNOWN","US"
"92.63.197.83","162.92.181.41","3403","UNKNOWN","RU"
"162.92.191.80","13.89.178.27","443","UNKNOWN","US"
"23.213.54.181","162.92.181.37","443","Dallas","US"
"51.158.115.148","10.242.126.89","443","Paris","FR"
"172.19.4.229","17.248.188.81","443","unknown","unknown"
"162.92.191.82","52.182.143.208","443","UNKNOWN","US"
"198.231.20.17","162.92.181.77","80","UNKNOWN","US"
"207.126.104.119","10.245.8.76","443","UNKNOWN","US"
"172.19.4.206","162.92.181.57","8443","unknown","unknown"
"92.118.160.49","162.92.128.159","2084","UNKNOWN","LT"
"162.92.191.85","8.248.153.254","80","UNKNOWN","US"
"98.7.242.56","162.92.181.77","443","UNKNOWN","US"
"52.183.31.0","162.92.177.12","443","UNKNOWN","US"
"117.158.62.74","162.92.128.237","28960","UNKNOWN","CN"
"172.19.5.111","3.215.231.251","443","unknown","unknown"
"92.63.197.83","162.92.128.70","3403","UNKNOWN","RU"
"89.248.163.150","162.92.128.222","139","UNKNOWN","NL"
"52.159.107.4","13.86.136.241","4432","UNKNOWN","US"
"162.92.191.70","206.82.28.3","123","UNKNOWN","US"
"172.58.189.13","162.92.181.77","443","Baltimore","US"
"174.140.97.122","162.92.181.77","443","Miami Beach","US"
"45.134.144.134","10.97.124.162","443","UNKNOWN","DE"
"183.24.11.10","10.97.124.149","80","UNKNOWN","CN"
"92.63.197.83","162.92.128.169","3415","UNKNOWN","RU"
"172.19.4.18","52.218.225.81","443","unknown","unknown"
"172.19.4.14","54.68.225.43","443","unknown","unknown"
"162.92.191.82","20.50.73.9","443","UNKNOWN","US"
"174.67.199.157","162.92.181.77","443","Irvine","US"
"165.225.124.86","162.92.181.77","443","UNKNOWN","US"
"50.193.112.105","162.92.181.77","443","Lansing","US"
"194.195.246.141","162.92.128.101","138","UNKNOWN","DE"
"184.31.1.31","10.244.8.217","443","Hernando","US"
"89.248.169.12","162.92.128.96","5900","UNKNOWN","NL"
"172.20.15.40","17.253.16.125","123","unknown","unknown"
"162.92.191.70","90.187.148.77","123","UNKNOWN","US"
"24.251.142.19","162.92.177.7","443","Buckeye","US"
"92.63.197.83","162.92.128.237","3415","UNKNOWN","RU"
"172.19.4.218","13.69.239.72","443","unknown","unknown"
"172.20.16.230","172.217.13.78","443","unknown","unknown"
"104.140.188.10","162.92.128.181","9091","Las Vegas","US"
"186.125.190.126","162.92.181.77","80","Jose Maria Ezeiza","AR"
"89.248.165.52","162.92.191.33","8086","UNKNOWN","NL"
"172.19.4.239","20.189.173.6","443","unknown","unknown"
"172.19.4.101","172.217.14.97","443","unknown","unknown"
"172.19.4.239","54.241.132.58","443","unknown","unknown"
"69.31.121.21","10.234.22.22","443","UNKNOWN","US"
"185.94.111.1","162.92.191.78","179","UNKNOWN","RU"
"34.86.35.25","162.92.128.10","137","UNKNOWN","US"
"162.92.191.82","40.79.189.59","443","UNKNOWN","US"
"172.19.5.234","17.248.188.70","443","unknown","unknown"
"169.62.152.56","162.92.181.3","8792","UNKNOWN","US"
"172.19.5.220","3.215.231.251","80","unknown","unknown"
"162.92.191.80","20.50.201.200","443","UNKNOWN","US"
"1.231.64.253","10.245.9.138","80","Seoul","KR"
"92.118.161.37","162.92.128.45","5353","UNKNOWN","LT"
"107.127.42.130","162.92.181.77","443","UNKNOWN","US"
"172.19.4.145","96.16.55.158","443","unknown","unknown"
"92.63.197.83","162.92.181.20","3403","UNKNOWN","RU"
"209.131.251.27","162.92.181.77","443","Bonita Springs","US"
"92.63.197.83","162.92.128.92","3403","UNKNOWN","RU"
"107.77.197.7","162.92.181.77","443","Dallas","US"
"162.92.191.81","23.206.121.39","80","UNKNOWN","US"
"198.245.106.220","162.92.181.77","443","San Juan","PR"
"162.92.191.82","104.114.77.48","80","UNKNOWN","US"
"23.35.71.166","162.92.181.37","443","UNKNOWN","US"
"117.158.62.74","162.92.128.102","27575","UNKNOWN","CN"
"63.153.21.230","162.92.181.77","443","Bozeman","US"
"162.92.191.85","20.191.46.109","443","UNKNOWN","US"
"162.92.191.87","146.112.46.205","443","UNKNOWN","US"
"172.19.4.99","17.248.188.113","443","unknown","unknown"
"24.153.200.251","162.92.181.77","443","Richardson","US"
"89.248.169.12","162.92.181.46","5900","UNKNOWN","NL"
"172.19.5.163","17.248.188.169","443","unknown","unknown"
"162.92.191.82","20.189.173.13","443","UNKNOWN","US"
"71.6.232.6","187.216.69.225","123","Henderson","US"
"172.19.4.184","142.250.217.142","443","unknown","unknown"
"89.248.169.12","162.92.181.56","5900","UNKNOWN","NL"
"170.210.45.163","10.245.9.118","443","Buenos Aires","AR"
"162.92.191.85","51.104.15.253","443","UNKNOWN","US"
"185.173.35.61","162.92.128.72","2001","UNKNOWN","DE"
"199.195.169.187","162.92.181.77","80","Carlsbad","US"
"89.248.165.52","162.92.181.55","57114","UNKNOWN","NL"
"99.36.110.233","162.92.181.77","443","Dallas","US"
"89.248.163.150","162.92.128.181","139","UNKNOWN","NL"
"162.92.191.84","52.22.201.202","443","UNKNOWN","US"
"172.19.4.37","193.122.130.38","443","unknown","unknown"
"172.20.9.126","17.253.20.253","123","unknown","unknown"
"169.46.101.117","162.92.181.3","8790","Irving","US"
"172.20.8.212","185.46.212.88","9400","unknown","unknown"
"92.63.197.83","162.92.128.162","3391","UNKNOWN","RU"
"162.92.191.84","146.112.55.214","443","UNKNOWN","US"
"23.35.71.239","10.242.124.84","443","UNKNOWN","US"
"182.35.249.211","187.141.181.209","123","UNKNOWN","CN"
"172.20.16.60","185.46.212.88","9400","unknown","unknown"
"93.174.95.106","162.92.128.105","7071","UNKNOWN","NL"
"172.20.15.40","17.253.127.213","443","unknown","unknown"
"162.92.191.83","13.225.230.47","443","UNKNOWN","US"
"185.180.143.7","10.245.9.19","80","UNKNOWN","SK"
"172.19.5.97","96.16.55.73","443","unknown","unknown"
"162.92.191.84","52.182.143.211","443","UNKNOWN","US"
"98.122.159.135","162.92.181.11","443","Cary","US"
"104.186.100.155","162.92.181.77","80","Wichita","US"
"172.20.14.216","50.205.244.112","123","unknown","unknown"
"107.115.171.51","162.92.181.77","80","UNKNOWN","US"
"80.82.77.139","162.92.191.84","88","UNKNOWN","NL"
"34.77.162.21","162.92.128.234","137","UNKNOWN","US"
"172.19.5.161","44.237.236.86","443","unknown","unknown"
"177.156.217.190","162.92.181.77","443","Joinville","BR"
"162.92.191.88","20.42.65.90","443","UNKNOWN","US"
"172.20.11.225","40.79.189.59","443","unknown","unknown"
"117.158.62.74","162.92.128.208","25280","UNKNOWN","CN"
"162.92.191.80","69.28.174.128","80","UNKNOWN","US"
"162.92.191.82","67.26.245.254","80","UNKNOWN","US"
"66.36.234.42","162.92.181.110","5060","Kansas City","US"
"169.61.155.170","162.92.181.3","8788","UNKNOWN","US"
"92.118.160.41","162.92.128.159","8008","UNKNOWN","LT"
"68.80.52.46","10.234.23.21","80","King of Prussia","US"
"162.92.191.80","20.42.65.84","443","UNKNOWN","US"
"172.19.5.142","104.69.242.251","443","unknown","unknown"
"172.19.5.6","54.227.187.23","443","unknown","unknown"
"45.137.21.134","10.245.8.69","80","UNKNOWN","NL"
"185.173.35.5","162.92.128.138","40005","UNKNOWN","DE"
"117.158.62.74","162.92.128.236","28960","UNKNOWN","CN"
"89.248.169.12","162.92.177.17","5900","UNKNOWN","NL"
"89.248.165.52","162.92.191.33","7302","UNKNOWN","NL"
"185.165.169.18","10.234.21.26","443","UNKNOWN","SC"
"172.19.5.155","162.92.181.57","8443","unknown","unknown"
"75.23.169.207","162.92.181.77","443","Valencia","US"
"172.226.23.136","162.92.181.77","443","UNKNOWN","US"
"45.137.21.134","10.97.124.115","80","UNKNOWN","NL"
"162.92.191.87","23.206.216.59","443","UNKNOWN","US"
"162.92.191.84","13.89.179.8","443","UNKNOWN","US"
"172.19.5.194","52.13.142.199","443","unknown","unknown"
"164.68.167.8","162.92.181.77","443","UNKNOWN","US"
"172.19.5.50","17.248.174.16","443","unknown","unknown"
"185.221.69.47","162.92.181.77","80","UNKNOWN","IN"
"204.98.84.62","162.92.181.77","80","Andalusia","US"
"72.84.102.195","162.92.181.77","443","Chesapeake","US"
"92.63.197.83","162.92.181.5","3392","UNKNOWN","RU"
"208.127.145.70","162.92.181.77","80","UNKNOWN","US"
"172.19.5.122","162.92.181.57","8443","unknown","unknown"
"80.82.77.139","162.92.128.15","8010","UNKNOWN","NL"
"172.19.5.85","23.63.43.79","443","unknown","unknown"
"70.63.147.146","162.92.181.77","443","Charlotte","US"
"92.63.197.83","162.92.128.225","3415","UNKNOWN","RU"
"99.68.156.209","162.92.181.77","443","McKinney","US"
"89.248.165.52","162.92.181.27","57114","UNKNOWN","NL"
"162.92.191.85","146.112.55.10","443","UNKNOWN","US"
"172.20.9.60","17.253.16.253","123","unknown","unknown"
"92.63.197.83","162.92.181.61","3392","UNKNOWN","RU"
"172.20.12.21","17.253.4.253","123","unknown","unknown"
"46.148.20.13","162.92.128.213","10055","Kyiv","UA"
"165.225.62.19","162.92.181.77","443","UNKNOWN","US"
"172.19.4.239","52.8.131.30","443","unknown","unknown"
"89.248.163.150","162.92.128.212","139","UNKNOWN","NL"
"80.82.77.139","162.92.128.89","3389","UNKNOWN","NL"
"172.19.5.183","142.250.72.131","443","unknown","unknown"
"45.79.168.18","162.92.128.226","138","Newark","US"
"162.92.191.70","217.196.145.42","123","UNKNOWN","US"
"92.63.197.83","162.92.128.119","3393","UNKNOWN","RU"
"92.63.197.83","162.92.128.60","3410","UNKNOWN","RU"
"107.189.8.191","10.245.8.102","80","Cheyenne","US"
"185.94.111.1","162.92.128.91","179","UNKNOWN","RU"
"45.137.21.134","10.234.20.26","80","UNKNOWN","NL"
"162.92.191.84","146.112.43.45","443","UNKNOWN","US"
"162.92.191.80","20.42.65.90","443","UNKNOWN","US"
"92.63.197.83","162.92.128.91","3400","UNKNOWN","RU"
"104.206.128.74","162.92.181.63","5632","Las Vegas","US"
"72.246.52.159","10.244.9.97","80","UNKNOWN","US"
"185.173.35.61","162.92.191.36","52869","UNKNOWN","DE"
"80.82.70.228","162.92.128.78","9083","Anse aux Pins","SC"
"172.105.161.246","10.245.8.69","80","Sydney","AU"
"38.133.202.79","162.92.181.77","443","UNKNOWN","US"
"104.206.128.18","162.92.128.88","6443","Las Vegas","US"
"24.6.12.74","162.92.181.77","80","Palo Alto","US"
"40.94.25.15","162.92.181.77","443","UNKNOWN","US"
"162.92.191.83","20.189.173.2","443","UNKNOWN","US"
"69.49.81.242","162.92.181.77","80","Muscatine","US"
"162.92.191.88","20.42.65.84","443","UNKNOWN","US"
"61.219.11.151","162.92.181.17","53","Taipei","TW"
"162.92.191.86","13.89.179.9","443","UNKNOWN","US"
"172.19.4.197","34.217.165.61","443","unknown","unknown"
"104.140.188.2","162.92.128.101","50996","Las Vegas","US"
"172.19.4.152","17.253.17.212","80","unknown","unknown"
"172.20.17.53","17.253.16.125","123","unknown","unknown"
"206.248.51.42","162.92.181.77","443","Midlothian","US"
"172.19.5.5","17.36.202.159","443","unknown","unknown"
"92.63.197.83","162.92.128.93","3410","UNKNOWN","RU"
"162.92.191.70","72.30.35.89","123","UNKNOWN","US"
"174.63.31.154","162.92.181.77","443","South Yarmouth","US"
"71.6.232.6","187.216.69.234","123","Henderson","US"
"162.92.191.88","44.230.60.86","443","UNKNOWN","US"
"12.20.49.10","162.92.181.77","443","Norristown","US"
"162.92.191.81","68.67.178.15","443","UNKNOWN","US"
"172.19.5.33","3.215.231.251","443","unknown","unknown"
"74.62.199.218","162.92.181.77","443","Los Angeles","US"
"72.106.46.222","162.92.181.77","80","UNKNOWN","US"
"162.92.191.85","52.27.43.191","443","UNKNOWN","US"
"185.94.111.1","162.92.128.12","179","UNKNOWN","RU"
"45.201.150.206","162.92.177.7","80","Johannesburg","ZA"
"68.231.84.94","162.92.181.77","443","Phoenix","US"
"108.192.31.102","162.92.181.77","443","Forney","US"
"75.103.164.113","162.92.181.77","443","Danville","US"
"66.36.234.42","162.92.181.214","5060","Kansas City","US"
"3.93.254.153","162.92.181.36","443","Ashburn","US"
"162.92.191.80","142.250.68.106","443","UNKNOWN","US"
"89.248.163.150","162.92.128.206","139","UNKNOWN","NL"
"89.248.169.12","162.92.128.52","5900","UNKNOWN","NL"
"172.20.8.212","52.182.143.210","443","unknown","unknown"
"89.248.165.52","162.92.128.180","7302","UNKNOWN","NL"
"89.248.168.112","162.92.128.119","9080","UNKNOWN","NL"
"174.244.144.111","162.92.181.77","443","UNKNOWN","US"
"172.20.16.151","185.46.212.88","9400","unknown","unknown"
"92.118.160.41","162.92.181.68","8444","UNKNOWN","LT"
"144.243.152.2","162.92.69.17","3025","UNKNOWN","US"
"162.92.191.81","20.44.10.122","443","UNKNOWN","US"
"92.63.197.83","162.92.128.80","3400","UNKNOWN","RU"
"23.213.54.150","162.92.181.49","443","Dallas","US"
"92.118.161.5","162.92.128.255","53","UNKNOWN","LT"
"131.191.38.254","162.92.181.77","443","Tacoma","US"
"172.19.4.239","208.185.183.169","443","unknown","unknown"
"199.67.140.46","162.92.181.77","443","UNKNOWN","US"
"162.92.191.81","104.114.77.27","80","UNKNOWN","US"
"98.147.130.204","162.92.181.77","80","UNKNOWN","US"
"68.80.52.46","10.234.20.26","80","King of Prussia","US"
"174.212.100.176","162.92.181.77","443","UNKNOWN","US"
"45.61.186.172","187.141.182.193","53","Cheyenne","US"
"185.173.35.9","162.92.181.55","5443","UNKNOWN","DE"
"186.237.219.199","10.245.8.67","80","Silvania","BR"
"70.180.190.112","162.92.181.77","443","Las Vegas","US"
"130.45.12.27","162.92.177.7","443","The Colony","US"
"172.20.10.109","17.253.16.253","123","unknown","unknown"
"68.12.29.242","162.92.181.77","443","Oklahoma City","US"
"172.19.4.210","142.251.46.238","443","unknown","unknown"
"81.107.234.36","162.92.181.77","80","Beckenham","GB"
"177.156.217.190","162.92.181.77","80","Joinville","BR"
"97.84.93.42","162.92.181.77","443","Morgan Hill","US"
"45.137.21.134","10.244.9.135","80","UNKNOWN","NL"
"172.226.66.130","162.92.181.77","443","UNKNOWN","US"
"46.148.20.13","162.92.128.150","10055","Kyiv","UA"
"92.63.197.83","162.92.128.182","3416","UNKNOWN","RU"
"165.225.230.81","162.92.181.11","443","UNKNOWN","US"
"99.20.107.45","162.92.181.36","443","Frisco","US"
"172.19.4.60","142.250.72.227","80","unknown","unknown"
"74.213.227.96","162.92.181.77","443","Thousand Oaks","US"
"47.144.238.127","162.92.181.77","443","Murrieta","US"
"92.63.197.83","162.92.181.71","3418","UNKNOWN","RU"
"162.92.191.81","13.89.178.26","443","UNKNOWN","US"
"92.63.197.83","162.92.128.206","3415","UNKNOWN","RU"
"185.94.111.1","162.92.128.82","179","UNKNOWN","RU"
"45.26.2.139","162.92.181.11","443","Raleigh","US"
"162.92.191.85","20.189.173.4","443","UNKNOWN","US"
"69.31.121.20","10.245.8.76","443","UNKNOWN","US"
"172.20.17.85","17.253.16.125","123","unknown","unknown"
"136.226.48.249","162.92.181.77","80","UNKNOWN","US"
"172.20.16.75","52.97.11.210","443","unknown","unknown"
"162.92.191.82","142.251.32.170","443","UNKNOWN","US"
"172.19.4.197","54.202.115.159","443","unknown","unknown"
"162.92.191.87","20.189.173.1","443","UNKNOWN","US"
"162.92.191.86","13.69.239.73","443","UNKNOWN","US"
"89.248.168.112","162.92.128.75","9080","UNKNOWN","NL"
"80.82.70.228","162.92.128.144","10001","Anse aux Pins","SC"
"162.92.191.83","18.235.186.245","443","UNKNOWN","US"
"80.82.77.139","162.92.191.83","5800","UNKNOWN","NL"
"162.92.191.83","52.182.141.63","443","UNKNOWN","US"
"108.71.43.35","162.92.181.77","80","Lawrenceville","US"
"162.92.191.88","13.89.179.10","443","UNKNOWN","US"
"172.19.4.149","52.96.21.242","443","unknown","unknown"
"107.72.178.24","162.92.181.53","8443","Miami","US"
"89.248.169.12","162.92.128.169","5900","UNKNOWN","NL"
"172.19.4.141","104.68.101.218","443","unknown","unknown"
"92.63.197.83","162.92.128.114","3400","UNKNOWN","RU"
"209.201.15.190","10.244.9.184","80","UNKNOWN","US"
"173.92.0.120","162.92.181.77","80","Charlotte","US"
"162.92.191.81","142.251.45.74","443","UNKNOWN","US"
"204.2.160.182","13.86.140.20","4431","UNKNOWN","US"
"89.248.163.150","162.92.128.219","139","UNKNOWN","NL"
"45.137.21.134","10.97.125.77","80","UNKNOWN","NL"
"174.45.159.146","162.92.181.77","443","Billings","US"
"165.225.222.96","162.92.181.11","443","UNKNOWN","US"
"73.32.55.165","162.92.181.77","443","Friendswood","US"
"104.140.188.2","162.92.128.43","52200","Las Vegas","US"
"47.42.72.58","162.92.181.77","443","Fort Worth","US"
"66.36.234.42","162.92.181.120","5060","Kansas City","US"
"162.92.191.83","23.67.92.141","80","UNKNOWN","US"
"162.92.191.81","13.89.179.8","443","UNKNOWN","US"
"162.233.109.205","162.92.181.77","80","Key West","US"
"144.243.152.15","162.92.69.17","3022","UNKNOWN","US"
"66.16.37.76","162.92.181.77","443","UNKNOWN","US"
"89.248.169.12","162.92.191.83","5900","UNKNOWN","NL"
"72.246.52.151","10.234.21.27","443","UNKNOWN","US"
"68.113.151.215","162.92.181.77","443","Cottage Grove","US"
"169.62.152.37","162.92.181.3","8790","UNKNOWN","US"
"162.92.191.80","23.220.125.214","443","UNKNOWN","US"
"185.173.35.41","162.92.128.29","135","UNKNOWN","DE"
"209.182.170.239","162.92.181.77","443","UNKNOWN","US"
"172.19.4.178","142.250.72.227","80","unknown","unknown"
"162.92.191.82","146.112.55.211","443","UNKNOWN","US"
"89.248.165.52","162.92.191.34","8086","UNKNOWN","NL"
"172.58.193.48","162.92.181.77","443","UNKNOWN","US"
"89.248.168.112","162.92.128.245","9080","UNKNOWN","NL"
"162.92.191.83","35.171.54.31","443","UNKNOWN","US"
"172.19.5.220","142.250.188.2","443","unknown","unknown"
"174.211.107.10","162.92.181.77","443","UNKNOWN","US"
"89.248.168.112","162.92.128.54","9080","UNKNOWN","NL"
"162.92.191.83","20.50.201.200","443","UNKNOWN","US"
"45.137.21.134","10.234.23.21","80","UNKNOWN","NL"
"162.92.191.85","209.54.177.117","443","UNKNOWN","US"
"185.94.111.1","162.92.191.93","179","UNKNOWN","RU"
"40.94.25.32","162.92.181.77","443","UNKNOWN","US"
"166.137.136.66","162.92.181.77","80","Dallas","US"
"162.92.191.86","142.250.72.150","443","UNKNOWN","US"
"162.92.191.85","146.112.247.204","443","UNKNOWN","US"
"172.19.4.154","142.250.217.142","443","unknown","unknown"
"162.92.191.80","54.84.236.213","443","UNKNOWN","US"
"184.153.197.84","162.92.181.77","443","Watertown","US"
"23.250.19.242","10.242.76.166","80","UNKNOWN","US"
"93.174.95.106","162.92.128.172","9000","UNKNOWN","NL"
"162.92.191.85","104.118.230.17","80","UNKNOWN","US"
"107.77.198.188","162.92.181.77","443","Dallas","US"
"172.19.5.5","96.16.55.93","443","unknown","unknown"
"162.92.191.80","142.251.45.106","443","UNKNOWN","US"
"131.89.195.76","162.92.181.77","80","Castro Valley","US"
"185.173.35.45","162.92.128.98","6001","UNKNOWN","DE"
"98.26.212.102","162.92.181.11","443","Browns Summit","US"
"172.19.5.95","162.92.181.57","8443","unknown","unknown"
"172.19.4.229","17.253.17.211","80","unknown","unknown"
"61.219.11.151","162.92.128.148","53","Taipei","TW"
"178.79.146.23","162.92.128.82","138","London","GB"
"89.248.163.150","162.92.128.205","139","UNKNOWN","NL"
"23.251.102.74","10.97.124.185","80","Los Angeles","US"
"75.170.14.178","162.92.181.77","443","Greenville","US"
"174.211.68.48","162.92.181.77","443","UNKNOWN","US"
"185.173.35.61","162.92.128.172","17185","UNKNOWN","DE"
"172.19.4.223","104.68.104.110","443","unknown","unknown"
"92.63.197.83","162.92.181.40","3403","UNKNOWN","RU"
"162.142.125.133","187.216.69.230","53","UNKNOWN","US"
"198.54.106.79","162.92.181.77","80","Chicago","US"
"172.19.5.18","35.160.254.205","443","unknown","unknown"
"172.20.11.147","185.46.212.88","9400","unknown","unknown"
"172.19.4.75","17.248.188.74","443","unknown","unknown"
"162.92.191.81","146.112.55.248","443","UNKNOWN","US"
"74.82.136.95","162.92.181.77","443","San Luis Obispo","US"
"92.63.197.83","162.92.181.45","3418","UNKNOWN","RU"
"162.92.191.81","23.47.146.39","443","UNKNOWN","US"
"162.92.191.83","40.79.189.59","443","UNKNOWN","US"
"172.19.4.110","54.148.149.218","443","unknown","unknown"
"162.92.191.70","66.220.9.122","123","UNKNOWN","US"
"162.92.191.88","20.189.173.15","443","UNKNOWN","US"
"98.182.193.186","162.92.181.77","443","UNKNOWN","US"
"172.19.5.97","142.250.217.142","443","unknown","unknown"
"160.76.8.1","162.92.181.77","80","UNKNOWN","US"
"76.107.133.176","162.92.181.77","443","Memphis","US"
"13.89.104.147","13.86.136.241","4432","Des Moines","US"
"23.56.175.148","162.92.181.49","443","Chicago","US"
"172.20.13.35","72.30.35.88","123","unknown","unknown"
"172.20.8.27","185.46.212.88","9400","unknown","unknown"
"104.129.207.95","162.92.181.77","443","Atlanta","US"
"162.92.191.84","40.90.136.1","443","UNKNOWN","US"
"107.77.199.49","162.92.181.77","443","Dallas","US"
"23.210.209.74","10.234.20.17","443","UNKNOWN","US"
"139.177.194.140","162.92.191.82","138","UNKNOWN","US"
"162.92.191.84","20.189.173.10","443","UNKNOWN","US"
"89.248.169.12","162.92.128.195","5900","UNKNOWN","NL"
"172.19.5.203","54.184.41.193","443","unknown","unknown"
"172.19.5.5","96.16.55.80","443","unknown","unknown"
"185.173.35.9","162.92.181.24","5902","UNKNOWN","DE"
"172.19.5.194","44.241.252.115","443","unknown","unknown"
"93.174.95.106","162.92.128.91","15","UNKNOWN","NL"
"104.206.128.58","162.92.181.29","30010","Las Vegas","US"
"185.94.111.1","162.92.128.20","179","UNKNOWN","RU"
"172.19.5.39","52.96.165.82","443","unknown","unknown"
"172.19.5.54","104.123.204.27","443","unknown","unknown"
"89.248.168.112","162.92.128.158","9080","UNKNOWN","NL"
"92.63.197.83","162.92.128.71","3390","UNKNOWN","RU"
"162.92.191.84","54.211.182.153","443","UNKNOWN","US"
"169.62.152.60","162.92.181.3","8767","UNKNOWN","US"
"162.92.191.88","13.78.111.198","443","UNKNOWN","US"
"198.54.106.79","162.92.181.77","443","Chicago","US"
"174.216.9.24","162.92.181.77","443","Seattle","US"
"162.92.191.70","50.205.57.38","123","UNKNOWN","US"
"172.19.5.34","172.217.164.106","443","unknown","unknown"
"169.46.115.98","162.92.181.3","8792","Irving","US"
"50.233.237.122","162.92.181.77","443","UNKNOWN","US"
"23.126.140.89","162.92.181.77","443","Miami","US"
"169.62.171.83","162.92.177.8","443","UNKNOWN","US"
"71.73.67.190","162.92.181.77","80","Cleveland","US"
"89.248.165.52","162.92.128.174","8086","UNKNOWN","NL"
"169.61.185.74","162.92.181.3","8794","UNKNOWN","US"
"185.173.35.21","162.92.181.55","7777","UNKNOWN","DE"
"185.173.35.57","162.92.128.184","111","UNKNOWN","DE"
"104.226.4.17","162.92.181.77","443","Uncasville","US"
"172.20.13.12","52.96.15.178","443","unknown","unknown"
"92.63.197.83","162.92.128.178","3393","UNKNOWN","RU"
"66.25.45.196","162.92.181.77","443","Richardson","US"
"162.92.191.81","52.182.143.210","443","UNKNOWN","US"
"117.158.62.74","162.92.128.31","28113","UNKNOWN","CN"
"69.55.117.186","162.92.181.77","443","Cookeville","US"
"92.118.161.45","162.92.191.71","3052","UNKNOWN","LT"
